comment_id,note_id,root_comment_id,parent_comment_id,target_comment_id,content,like_count,sub_comment_count,ip_location,status,create_time,create_time_iso,user_id,nickname
67c158f7000000001803da98,67c158b60000000009014baf,,,,有任何问题欢迎提问呀[害羞R],1,0,北京,4,1740724472000,2025-02-28T14:34:32,66e53b55000000000d027cd7,爱研究的吉伊
67c17e6e00000000160196ac,67c158b60000000009014baf,,,,业余,15,5,上海,0,1740734062000,2025-02-28T17:14:22,671905d6000000001d030600,momo
67c170b6000000001803e36d,67c158b60000000009014baf,,,,求问稳字组研究所的校招bar[萌萌哒R],1,4,福建,0,1740730550000,2025-02-28T16:15:50,6372fe8e000000001f01cc43,令狐冲
67db1594000000001800d6b5,67c158b60000000009014baf,,,,[偷笑R]实习就能体验到某些带教的水分。但二级卖实习工资最高还是香的,2,3,上海,0,1742411157000,2025-03-20T03:05:57,6657583b000000000700595d,商科灌汤包子
680c51c6000000001f0089e7,67c158b60000000009014baf,,,,求问老师[皱眉R] QS100本 QStop2硕能进Top5行研组吗[皱眉R],1,1,英国,0,1745637831000,2025-04-26T11:23:51,66ed2527000000001d032a25,AAA水泥加工设备
67cfe8f80000000019036525,67c158b60000000009014baf,,,,求稳做什么二级,2,3,上海,0,1741678841000,2025-03-11T15:40:41,5f4243be000000000100819e,lalala
67cbf9460000000017039f5c,67c158b60000000009014baf,,,,我很好奇：相对于干，稳，卷意思比较明白，G是什么意思？,0,1,江苏,0,1741420870000,2025-03-08T16:01:10,619058b9000000000201b448,小红薯6191BA48
682d497e0000000009038366,67c158b60000000009014baf,,,,老师这个数据是什么口径呀，年报里的吗[皱眉R]想看看24全年的,0,2,上海,0,1747798398000,2025-05-21T11:33:18,61b05f100000000010008285,momo
67c15c0b000000001803cb62,67c158b60000000009014baf,,,,优质[抱拳R],1,1,浙江,0,1740725260000,2025-02-28T14:47:40,60f9cb6a000000002002e09f,昵称
67c197190000000016030bb4,67c158b60000000009014baf,,,,请分析下华泰如何？据说2025年也很卷？？？,1,1,安徽,0,1740740377000,2025-02-28T18:59:37,5ac19f054eacab2271f3d3d5,Ariel元气小棠
67c1b50b000000001803f99c,67c158b60000000009014baf,,,67c17e6e00000000160196ac,说人家业余？ 我就是这里面某家的 我觉得很对啊,13,0,北京,0,1740748044000,2025-02-28T21:07:24,6010f806000000000101c2e9,小红薯6012296E
67c1d748000000001803d724,67c158b60000000009014baf,,,67c170b6000000001803e36d,中九本+top5硕,2,0,北京,0,1740756809000,2025-02-28T23:33:29,66e53b55000000000d027cd7,爱研究的吉伊
67db6d580000000017038807,67c158b60000000009014baf,,,67db1594000000001800d6b5,[笑哭R]小黑工工资等于0,7,0,北京,0,1742433625000,2025-03-20T09:20:25,66e53b55000000000d027cd7,爱研究的吉伊
680c520e0000000012023c3c,67c158b60000000009014baf,,,680c51c6000000001f0089e7,目前研零 做了2个多月ms行研实习了，暑期是不是最好继续做，做到6个月，再做一段行研实习呀[皱眉R],0,0,英国,0,1745637903000,2025-04-26T11:25:03,66ed2527000000001d032a25,AAA水泥加工设备
67d00df600000000180082a7,67c158b60000000009014baf,,,67cfe8f80000000019036525,不瞒你说还真有几家从不裁人的养老公司,4,0,北京,0,1741688311000,2025-03-11T18:18:31,66e53b55000000000d027cd7,爱研究的吉伊
67cbfaaf000000001502a2cb,67c158b60000000009014baf,,,67cbf9460000000017039f5c,寄,0,0,北京,0,1741421232000,2025-03-08T16:07:12,66e53b55000000000d027cd7,爱研究的吉伊
