note_id,title,desc,type,user_id,nickname,liked_count,collected_count,comment_count,share_count,time,time_iso,last_update_time,last_update_time_iso,source_url,author_name,author_id,tags,signal_score,keyword_hits,captured_comment_records,clean_title,clean_desc
69f1bde6000000002301ece9,梦中情司我来啦！,"本科从大一就开始投递嘉实的实习，直到大三才拿到offer，三个月的实习是我过往实习最幸福的一段！
	
嘉实所在国际俱乐部位置绝佳，每天上班我窗前的景色都会让我心情舒畅！
嘉实拥有全北京最顶尖最好吃的食堂之一，自助餐的形式，每周换全球各地的美食菜单，从中到西样样具备！
嘉实有我最好的mentor和最好的领导，我的mentor对我非常温柔，部门周会大领导都会请喝喜茶，日常还会请吃饭！本身我的实习合同就是签订的三个月，但在第一个月结束之后，mentor专门找我谈话，说她和另外部门的人商量了一下觉得我很不错！想着我实习结束可不可以再继续实习，到时候合同可以再找人力续（我简直要哭死[哭惹R][哭惹R]
结果最后因为我忙着出国申请就结束实习了，我其中一封推荐信还找的我们大领导（前美国麦肯锡资深专家、前大央企的人力资源总监怎么没有含金量呢[doge]，离职最后一天跟大领导聊了快一个小时，她真的徐徐道来，让我更加明确了自己的职业生涯！
	
但也是因为在嘉实实习过才知道进入门槛的bar完全不低，同期实习生都是清北和浙大人大的，所以去年秋招直接放弃投递（公募的职能岗简直是过独木桥，我有自知之明，但上个学期结束想着春招本身机会不大，那就最后试试吧！
	
投递简历差不多一个月了，今天简历终于过了！！
	
虽然能进下一轮或者拿offer的概率约等于0，但真的过简历已经是对我一个很大的鼓励了！
	
#春招[话题]# #找工作[话题]# #交换春天[话题]# #互联网大厂[话题]# #公募基金[话题]# #金融求职[话题]# #嘉实基金[话题]# #面试[话题]# #笔试[话题]##RED新生代创作大赛[话题]#",normal,6126384f00000000010055c6,泰瑞不沃特（Sean版,35,10,11,44,1777450470000,2026-04-29T16:14:30,1777466384000,2026-04-29T20:39:44,https://www.xiaohongshu.com/explore/69f1bde6000000002301ece9?xsec_token=ABy-X39P4UHqtowBO4eIUamaKIYW1tRVrIGBd4Kd0xW-I%3D&xsec_source=pc_search,泰瑞不沃特（Sean版,6126384f00000000010055c6,春招 | 找工作 | 交换春天 | 互联网大厂 | 公募基金 | 金融求职 | 嘉实基金 | 面试 | 笔试 | RED新生代创作大赛,151.5,0,6,梦中情司我来啦！,本科从大一就开始投递嘉实的实习，直到大三才拿到offer，三个月的实习是我过往实习最幸福的一段！ 嘉实所在国际俱乐部位置绝佳，每天上班我窗前的景色都会让我心情舒畅！ 嘉实拥有全北京最顶尖最好吃的食堂之一，自助餐的形式，每周换全球各地的美食菜单，从中到西样样具备！ 嘉实有我最好的mentor和最好的领导，我的mentor对我非常温柔，部门周会大领导都会请喝喜茶，日常还会请吃饭！本身我的实习合同就是签订的三个月，但在第一个月结束之后，mentor专门找我谈话，说她和另外部门的人商量了一下觉得我很不错！想着我实习结束可不可以再继续实习，到时候合同可以再找人力续（我简直要哭死[哭惹R][哭惹R] 结果最后因为我忙着出国申请就结束实习了，我其中一封推荐信还找的我们大领导（前美国麦肯锡资深专家、前大央企的人力资源总监怎么没有含金量呢[doge]，离职最后一天跟大领导聊了快一个小时，她真的徐徐道来，让我更加明确了自己的职业生涯！ 但也是因为在嘉实实习过才知道进入门槛的bar完全不低，同期实习生都是清北和浙大人大的，所以去年秋招直接放弃投递（公募的职能岗简直是过独木桥，我有自知之明，但上个学期结束想着春招本身机会不大，那就最后试试吧！ 投递简历差不多一个月了，今天简历终于过了！！ 虽然能进下一轮或者拿offer的概率约等于0，但真的过简历已经是对我一个很大的鼓励了！ #春招[话题]# #找工作[话题]# #交换春天[话题]# #互联网大厂[话题]# #公募基金[话题]# #金融求职[话题]# #嘉实基金[话题]# #面试[话题]# #笔试[话题]##RED新生代创作大赛[话题]#
662b71c8000000000401a68d,,再见嘉实[捂脸R][捂脸R]#j金融实习[话题]#,normal,61c6d5a000000000100075d7,momo,68,15,21,20,1714123208000,2024-04-26T17:20:08,1714123208000,2024-04-26T17:20:08,https://www.xiaohongshu.com/explore/662b71c8000000000401a68d?xsec_token=ABLudfjOenG-WmztqVpEeMAEnHGfMF2hmjRPP52CpQRE0%3D&xsec_source=pc_search,momo,61c6d5a000000000100075d7,j金融实习,157.5,0,15,,再见嘉实[捂脸R][捂脸R]#j金融实习[话题]#
69c41804000000001a024491,金融暑期实习记录1,"[清单R]注：从今天开始记录一下暑期推进情况，只记录至少收到笔试的公司，后续有进度会持续更新，欢迎大家在评论区多交流[派对R]
[薯券R]整体投递方向：固收二级投研交，银行管培，销售支持中台等
	
[打卡R]投递岗位：债券交易员
[打卡R]笔试时间：3月下旬
[打卡R]一面时间：3月底
（二编）—————————————————
[打卡R]测评时间：4.17-4.20
（三编）—————————————————
[打卡R]二面时间：4.23
（四编）—————————————————
[种草R]4.29本篇流程记录全部结束
	
#金融实习[话题]# #暑期实习[话题]# #校招[话题]# #固收[话题]# #金融求职[话题]#",normal,60c71d030000000001000eb5,茄子,107,41,28,24,1774458885000,2026-03-26T01:14:45,1778857160000,2026-05-15T22:59:20,https://www.xiaohongshu.com/explore/69c41804000000001a024491?xsec_token=ABGNbzJVQJD77hxYoM4gY-Y8y3twej63SnJvGV_Mkk0r8%3D&xsec_source=pc_search,茄子,60c71d030000000001000eb5,金融实习 | 暑期实习 | 校招 | 固收 | 金融求职,246.2,0,21,金融暑期实习记录1,[清单R]注：从今天开始记录一下暑期推进情况，只记录至少收到笔试的公司，后续有进度会持续更新，欢迎大家在评论区多交流[派对R] [薯券R]整体投递方向：固收二级投研交，银行管培，销售支持中台等 [打卡R]投递岗位：债券交易员 [打卡R]笔试时间：3月下旬 [打卡R]一面时间：3月底 （二编）————————————————— [打卡R]测评时间：4.17-4.20 （三编）————————————————— [打卡R]二面时间：4.23 （四编）————————————————— [种草R]4.29本篇流程记录全部结束 #金融实习[话题]# #暑期实习[话题]# #校招[话题]# #固收[话题]# #金融求职[话题]#
68f0aaaa0000000007001617,嘉实基金面经,"今天一天面两家公募，累死…而且嘉实还是第三志愿。
今天这一面就是单纯的hr行为面，1v1，挖一下简历，谈一下校园经历等，比较peace！
问对岗位的理解，从哪些渠道了解到这个岗位是做什么？昨天还特地根据岗位要求gpt准备了一下…结果早晨面完鹏华忘复盘了…感觉答的有点不太好。
	
需要提前实习6～8周，再去答辩才能拿到ofr，本轮凉凉的可能性比较大…
	
#秋招[话题]# #嘉实基金[话题]# #秋招怎么这么难[话题]# #金融难民[话题]# #买方[话题]# #实习[话题]# #难受[话题]# #2026校招季[话题]#",normal,5a771ce011be10405e72cb67,Madan,65,36,39,24,1760602794000,2025-10-16T16:19:54,1760633012000,2025-10-17T00:43:32,https://www.xiaohongshu.com/explore/68f0aaaa0000000007001617?xsec_token=ABSHQHRAWluEw20Ma9FsABez_O5IYrhRaDW8bVvkkHVek%3D&xsec_source=pc_search,Madan,5a771ce011be10405e72cb67,秋招 | 嘉实基金 | 秋招怎么这么难 | 金融难民 | 买方 | 实习 | 难受 | 2026校招季,214.7,0,19,嘉实基金面经,今天一天面两家公募，累死…而且嘉实还是第三志愿。 今天这一面就是单纯的hr行为面，1v1，挖一下简历，谈一下校园经历等，比较peace！ 问对岗位的理解，从哪些渠道了解到这个岗位是做什么？昨天还特地根据岗位要求gpt准备了一下…结果早晨面完鹏华忘复盘了…感觉答的有点不太好。 需要提前实习6～8周，再去答辩才能拿到ofr，本轮凉凉的可能性比较大… #秋招[话题]# #嘉实基金[话题]# #秋招怎么这么难[话题]# #金融难民[话题]# #买方[话题]# #实习[话题]# #难受[话题]# #2026校招季[话题]#
69c29693000000001f001850,27届金融暑期记录，第一帖！,"本人bg:
川山吉金融本，武中开厦管理硕，国奖，3段公募基金（2段top5），1段央企战略，证从，基从，证券分析师
	
暑期主投：
公募基金＆资管市场条线
	
目前战况：
1：富国基金机构条线，终面过，但没办法按照要求时间去北京到岗实习，最后没给offer
2：嘉实基金渠道销售，简历挂
3：泰康资产机构销售，简历初筛过
4：天弘基金互金业务经理，简历初筛过，推到用人部门筛
	
其他都没动静
	
#金融暑期[话题]# #暑期[话题]# #公募基金[话题]# #资管[话题]# #金融[话题]# #求职[话题]#",normal,674c82ea000000000800a063,南希,126,78,66,46,1774360211000,2026-03-24T21:50:11,1774360211000,2026-03-24T21:50:11,https://www.xiaohongshu.com/explore/69c29693000000001f001850?xsec_token=ABAwtcZRka97Fv8AtHbNlsKc32H6u4opkf1VYusaKVYT4%3D&xsec_source=pc_search,南希,674c82ea000000000800a063,金融暑期 | 暑期 | 公募基金 | 资管 | 金融 | 求职,410.6,0,43,27届金融暑期记录，第一帖！,本人bg: 川山吉金融本，武中开厦管理硕，国奖，3段公募基金（2段top5），1段央企战略，证从，基从，证券分析师 暑期主投： 公募基金＆资管市场条线 目前战况： 1：富国基金机构条线，终面过，但没办法按照要求时间去北京到岗实习，最后没给offer 2：嘉实基金渠道销售，简历挂 3：泰康资产机构销售，简历初筛过 4：天弘基金互金业务经理，简历初筛过，推到用人部门筛 其他都没动静 #金融暑期[话题]# #暑期[话题]# #公募基金[话题]# #资管[话题]# #金融[话题]# #求职[话题]#
69ce941c000000002800bd06,27暑期all in 公募销售 不完全记录,"希望有相同赛道的uu们一起交流分享同步进度哇～
	
开的公募销售基本都投递了（银行资管保险会顺带投的）
当前进度汇报：
兴全渠道销售一面挂；
嘉实渠道销售一面 or 笔试挂；
永赢渠道/机构销售简历过面试未参加；
泰康机构销售暂过初筛；
民生总收到测评；
平安总测评挂。
	
#公募基金[话题]# #暑期实习[话题]# #两菜一毛[话题]# #港中深[话题]#",normal,60c855f200000000010090fc,奋斗Stitch（努力实习版）,79,47,49,12,1775146012000,2026-04-03T00:06:52,1775276956000,2026-04-04T12:29:16,https://www.xiaohongshu.com/explore/69ce941c000000002800bd06?xsec_token=AB5ABVm-D7rL1j-TFF3PkqsdJ9HCFFOAhBc3fx69-dcjM%3D&xsec_source=pc_search,奋斗Stitch（努力实习版）,60c855f200000000010090fc,公募基金 | 暑期实习 | 两菜一毛 | 港中深,232.9,0,34,27暑期all in 公募销售 不完全记录,希望有相同赛道的uu们一起交流分享同步进度哇～ 开的公募销售基本都投递了（银行资管保险会顺带投的） 当前进度汇报： 兴全渠道销售一面挂； 嘉实渠道销售一面 or 笔试挂； 永赢渠道/机构销售简历过面试未参加； 泰康机构销售暂过初筛； 民生总收到测评； 平安总测评挂。 #公募基金[话题]# #暑期实习[话题]# #两菜一毛[话题]# #港中深[话题]#
69f1c19b0000000035020c00,跟风开个记录帖,"ip地财本硕，除头部券商投递投行外其余主要投递基金资管固收投研方向，以及银行开了暑期的差不多都投了。希望差不多bg的朋友们可以一起交流一下[握手R][握手R][握手R]
	
暑期投递记录
平安银行 测评挂
平安证券
中国工商银行 简历挂
中国银行上海分行  笔试  AI面 线下面
中金 股权 一面 二面
华泰 股权
泰康资产 简历挂
国泰海通 股权 测评
国泰海通资管 简历挂
兴业证券 测评
民生银行 测评 笔试
招商卡中心 笔试很烂
招总 AI面 未收到笔试
天弘基金 简历挂
yfd 放弃笔试
汇添富 放弃笔试
嘉实基金 笔试 一面 挂
景顺长城 笔试放弃
国金证券
中信建投
西部证券 一面
兴银基金
友山基金
华为财经 放弃笔试
万家基金 笔试 面试 挂
申万宏源 测评
中信
zxbc 笔试
dfcf 测评
东吴 一面
syjj
ctzg
bsjj
	
offer：某资管固收投研 券商销交 研究所总量
#两财一贸[话题]# #27届校招[话题]# #暑期实习[话题]# #盼星星盼月亮[话题]# #人为什么要上班[话题]# #上财[话题]#",normal,5ee39aa400000000010029cb,菜鱼不酸,194,147,62,36,1777451419000,2026-04-29T16:30:19,1778948153000,2026-05-17T00:15:53,https://www.xiaohongshu.com/explore/69f1c19b0000000035020c00?xsec_token=ABy-X39P4UHqtowBO4eIUamUbxVrRn_LUEJD2Egb76RBw%3D&xsec_source=pc_search,菜鱼不酸,5ee39aa400000000010029cb,两财一贸 | 27届校招 | 暑期实习 | 盼星星盼月亮 | 人为什么要上班 | 上财,535.4,0,43,跟风开个记录帖,ip地财本硕，除头部券商投递投行外其余主要投递基金资管固收投研方向，以及银行开了暑期的差不多都投了。希望差不多bg的朋友们可以一起交流一下[握手R][握手R][握手R] 暑期投递记录 平安银行 测评挂 平安证券 中国工商银行 简历挂 中国银行上海分行 笔试 AI面 线下面 中金 股权 一面 二面 华泰 股权 泰康资产 简历挂 国泰海通 股权 测评 国泰海通资管 简历挂 兴业证券 测评 民生银行 测评 笔试 招商卡中心 笔试很烂 招总 AI面 未收到笔试 天弘基金 简历挂 yfd 放弃笔试 汇添富 放弃笔试 嘉实基金 笔试 一面 挂 景顺长城 笔试放弃 国金证券 中信建投 西部证券 一面 兴银基金 友山基金 华为财经 放弃笔试 万家基金 笔试 面试 挂 申万宏源 测评 中信 zxbc 笔试 dfcf 测评 东吴 一面 syjj ctzg bsjj offer：某资管固收投研 券商销交 研究所总量 #两财一贸[话题]# #27届校招[话题]# #暑期实习[话题]# #盼星星盼月亮[话题]# #人为什么要上班[话题]# #上财[话题]#
699d404000000000150391fe,吐槽一下,"前二十的公募都还没有开放暑期实习，不过嘉实、博时、汇添富、景顺长城、兴证全球、永赢、中欧都有日常实习，大部分是营销相关的。
	
好几家公司都用的是wecruit平台，发现这个平台的简历居然要求填身高体重……这也要背调吗
	
好几家公司的主页做的是竖屏的，微信公众号同款长图显示在电脑上简直丑爆了，都雇那么多金融科技开发者了能不能顺手维护一下前端；还有某基金的简介页直接error的
	
还有一个基金在登陆界面提供了用微博账户登录的方法，莫名觉得有种十年前的可爱感
	
最后，个人觉得需要培训一下hr，至少别拿qq邮箱发内推了……",normal,698d8ff70000000021005d63,SadBeefRoll,50,30,13,9,1771913280000,2026-02-24T14:08:00,1771913280000,2026-02-24T14:08:00,https://www.xiaohongshu.com/explore/699d404000000000150391fe?xsec_token=AB40T-BGqv338ud3EyKNmvs-ZXT6vszQJ-qSk-LdczZro%3D&xsec_source=pc_search,SadBeefRoll,698d8ff70000000021005d63,,123.5,0,11,吐槽一下,前二十的公募都还没有开放暑期实习，不过嘉实、博时、汇添富、景顺长城、兴证全球、永赢、中欧都有日常实习，大部分是营销相关的。 好几家公司都用的是wecruit平台，发现这个平台的简历居然要求填身高体重……这也要背调吗 好几家公司的主页做的是竖屏的，微信公众号同款长图显示在电脑上简直丑爆了，都雇那么多金融科技开发者了能不能顺手维护一下前端；还有某基金的简介页直接error的 还有一个基金在登陆界面提供了用微博账户登录的方法，莫名觉得有种十年前的可爱感 最后，个人觉得需要培训一下hr，至少别拿qq邮箱发内推了……
69d0c71800000000210105b5,暑期记录X｜嘉实基金笔试,主包一志愿养老金产品经理进笔试，刚做完，发现自己啥也不会[石化R]，全都是金融知识，但是主包不是金融本科，没有学过相关的东西，研究生期间学的知识完全不够[捂脸R]，感觉是要挂了。希望嘉实给我个机会，捞一把[哭惹R]！#金融实习[话题]# #暑期实习[话题]# #两财一贸[话题]#,normal,6246be2e000000001000e4d7,竹子Rachel,31,21,12,15,1775290136000,2026-04-04T16:08:56,1775290137000,2026-04-04T16:08:57,https://www.xiaohongshu.com/explore/69d0c71800000000210105b5?xsec_token=ABHUgz_k0nV5uy2lC2FSrLib1zzo3YsnDJS__yVZ6a1nw%3D&xsec_source=pc_search,竹子Rachel,6246be2e000000001000e4d7,金融实习 | 暑期实习 | 两财一贸,104.2,0,12,暑期记录X｜嘉实基金笔试,主包一志愿养老金产品经理进笔试，刚做完，发现自己啥也不会[石化R]，全都是金融知识，但是主包不是金融本科，没有学过相关的东西，研究生期间学的知识完全不够[捂脸R]，感觉是要挂了。希望嘉实给我个机会，捞一把[哭惹R]！#金融实习[话题]# #暑期实习[话题]# #两财一贸[话题]#
69c9f51f0000000023021f37,实习offer get 嘉实基金,谢谢嘉实！#实习[话题]# #嘉实基金[话题]#,normal,67d64e41000000000e013f29,shuangshuang,41,12,18,17,1774843167000,2026-03-30T11:59:27,1774843168000,2026-03-30T11:59:28,https://www.xiaohongshu.com/explore/69c9f51f0000000023021f37?xsec_token=ABFDxi1q1vhGLWf_Xj1kGQVnHk9dBwIAqTZ2ccQl38a1M%3D&xsec_source=pc_search,shuangshuang,67d64e41000000000e013f29,实习 | 嘉实基金,116.4,0,14,实习offer get 嘉实基金,谢谢嘉实！#实习[话题]# #嘉实基金[话题]#
