comment_id,note_id,root_comment_id,parent_comment_id,target_comment_id,content,like_count,sub_comment_count,ip_location,status,create_time,create_time_iso,user_id,nickname
67dc0884000000001e039407,67dbde20000000001203ef7e,,,,一买也要自己写行研报告吗,0,8,北京,0,1742473349000,2025-03-20T20:22:29,5f870ad9000000000100950a,Charlton
67dc02690000000012023621,67dbde20000000001203ef7e,,,,杨总推我点实习[哭惹R],0,6,上海,0,1742471785000,2025-03-20T19:56:25,5f242c9b000000000101dcd2,问渠
67dc191d000000001f02a7b1,67dbde20000000001203ef7e,,,,想问一下研究报告是完全用自己的话写吗还是各种研报信息汇总呀,0,4,上海,0,1742477597000,2025-03-20T21:33:17,5f217a3a0000000001005f5a,cassiel
67dc05ea000000001f02ab11,67dbde20000000001203ef7e,,,,hello可以交流一下搭dcf模型的事情吗[哭惹R],0,2,北京,0,1742472683000,2025-03-20T20:11:23,6533bc02000000000400af39,心安勿梦
67dbf949000000000f0338a4,67dbde20000000001203ef7e,,,,我司就我一个实习生[哭惹R],0,2,上海,0,1742469449000,2025-03-20T19:17:29,5d39adb4000000001100074f,✅c
6936d8ad0000000039005484,67dbde20000000001203ef7e,,,,我也在做，根据给的资料自己输出的话总感觉不够好，用ai筛选的信息虽然说网站研报或者财经新闻上有，但总觉得不知真假，觉得判断信息可靠性这一点也好重要，但我也不太会判断[笑哭R]想问问uu都是通过哪些平台获取资料，以及判断信息可靠性的呢[萌萌哒R],1,1,北京,0,1765202093000,2025-12-08T21:54:53,62a67b46000000001501712d,✨✨
67dc1d91000000001e00ec7a,67dbde20000000001203ef7e,,,,友友实习结束招继任吗？之前 VC IB FA 都实习过，看过封装检测设备、封装材料和光刻胶赛道,0,1,广东,0,1742478738000,2025-03-20T21:52:18,60b1efa60000000001004266,无敌迅猛龙
67dc00d1000000001e00f8cb,67dbde20000000001203ef7e,,,,上汽的那家吗,0,1,上海,0,1742471378000,2025-03-20T19:49:38,6113afd3000000002002c67d,做假账蹲麦当牢
67dd04a9000000001f00aab3,67dbde20000000001203ef7e,,,,看看你的dcf,0,0,上海,3,1742537897000,2025-03-21T14:18:17,5dd6b0950000000001002158,alex
67dc1a4c000000001e012fe4,67dbde20000000001203ef7e,,,,hello可以交流一下复赛辩题吗,0,1,上海,0,1742477901000,2025-03-20T21:38:21,5e943ae400000000010028f0,彭海博
67dc090b000000001200929b,67dbde20000000001203ef7e,,,67dc0884000000001e039407,和券商的行研报告不一样，更细致更深,0,0,上海,0,1742473484000,2025-03-20T20:24:44,60c93429000000000100588b,Ustinian
67dc0604000000001f0060a2,67dbde20000000001203ef7e,,,67dc02690000000012023621,你不是在干呢嘛,0,0,上海,0,1742472709000,2025-03-20T20:11:49,60c93429000000000100588b,Ustinian
67dc1a11000000001200bbb0,67dbde20000000001203ef7e,,,67dc191d000000001f02a7b1,肯定不是嫖二级券商研报，写报告的时候我都不怎么看那些研报,0,0,江西,0,1742477842000,2025-03-20T21:37:22,60c93429000000000100588b,Ustinian
67dc060a0000000012012e02,67dbde20000000001203ef7e,,,67dc05ea000000001f02ab11,可以呀,0,0,上海,0,1742472714000,2025-03-20T20:11:54,60c93429000000000100588b,Ustinian
67dbff20000000001f0092b3,67dbde20000000001203ef7e,,,67dbf949000000000f0338a4,我司确实实习生人比较多哈哈哈,1,0,上海,0,1742470944000,2025-03-20T19:42:24,60c93429000000000100588b,Ustinian
693966a90000000038010cdd,67dbde20000000001203ef7e,,,6936d8ad0000000039005484,技术原理在微信公众号多一点，行业信息除了研报等公开信息，要么就是白皮书什么的，要不就是访谈得知的内部信息,1,0,上海,0,1765369514000,2025-12-10T20:25:14,60c93429000000000100588b,Ustinian
67dc1dc80000000012002c89,67dbde20000000001203ef7e,,,67dc1d91000000001e00ec7a,还要实习很久呢[笑哭R],0,0,上海,0,1742478792000,2025-03-20T21:53:12,60c93429000000000100588b,Ustinian
67dc00f30000000012012cfb,67dbde20000000001203ef7e,,,67dc00d1000000001e00f8cb,不是,0,0,上海,0,1742471411000,2025-03-20T19:50:11,60c93429000000000100588b,Ustinian
67fce650000000001f000f7b,67dbde20000000001203ef7e,,,67dc1a4c000000001e012fe4,hello可以交流一下复赛辩题吗,0,0,上海,0,1744627281000,2025-04-14T18:41:21,61f39a58000000001000b0cb,啦啦啦
69b4f24d0000000019003e8e,67dbde20000000001203ef7e,,,,兄弟你好呀～我也私聊您了，我想请教一下，您是怎么找到一级市场这些非公开资料的呀～我感觉跨度确实有点大，[哭惹R]这两天一直在wx、各大引擎、研报平台等都没有找到比较相符的权威资料，请问一下，兄弟[哭惹R][哭惹R]能不能指点一点我如何高效获取信息来源呢？如果能得到您的指点和帮我，真的感激不尽[拔草R][拔草R][拔草R][拔草R],0,0,江苏,0,1773466190000,2026-03-14T13:29:50,601a834c0000000001005ffa,for u
67dd15ea000000001e00d9de,67dbde20000000001203ef7e,,,,[点赞R][点赞R][点赞R],0,0,湖北,0,1742542314000,2025-03-21T15:31:54,66dac1ab000000001c002743,天使投寻项目
67dd0499000000001e03c150,67dbde20000000001203ef7e,,,,👍,0,0,上海,3,1742537882000,2025-03-21T14:18:02,5dd6b0950000000001002158,alex
67dbe6a2000000001800a304,67dbde20000000001203ef7e,,,,同问pe是哪家[皱眉R][皱眉R][皱眉R],0,0,北京,0,1742464675000,2025-03-20T17:57:55,6037bb63000000000101c2ad,小小七
67dbe395000000001801f224,67dbde20000000001203ef7e,,,,方便问问是哪家pe莫，非常需要exposure好的实习[笑哭R],0,0,浙江,0,1742463893000,2025-03-20T17:44:53,621cf4f0000000002102790e,suxiee
67dbe302000000001702919d,67dbde20000000001203ef7e,,,,@REMwakeup 我什么时候能有这个exposure,0,0,浙江,0,1742463746000,2025-03-20T17:42:26,600abbfe000000000101dae5,不会劈叉
67dbe0680000000015017a18,67dbde20000000001203ef7e,,,,@嗷呜啊呜儿 学习一下,0,0,上海,0,1742463081000,2025-03-20T17:31:21,62c70e4a000000000e00fa1d,wwwww
68a333fb0000000030007c57,67dbde20000000001203ef7e,,,,接接接好运，expouse好好[皱眉R][皱眉R]我之前干的国资pe两个月没干什么[捂脸R][捂脸R][捂脸R],0,1,广东,-2,1755526139000,2025-08-18T22:08:59,5d28a2ab0000000010009ec0,Jenny
6804538d000000001f00f9a4,67dbde20000000001203ef7e,,,,[萌萌哒R][萌萌哒R],0,0,安徽,-2,1745113997000,2025-04-20T09:53:17,611da736000000000100428f,chiikawaxmi
68a3527b000000002700ab97,67dbde20000000001203ef7e,,,68a333fb0000000030007c57,接！,0,0,上海,-2,1755533947000,2025-08-19T00:19:07,60c93429000000000100588b,Ustinian
